date,wc,aow
2020-12-28,391.300,30.073
2020-12-29,391.300,30.073
2020-12-30,391.300,30.073
2020-12-31,391.290,29.890
2021-01-01,391.280,29.708
2021-01-02,391.280,29.708
2021-01-03,391.270,29.526
2021-01-04,391.270,29.526
2021-01-05,391.260,29.344
2021-01-06,391.260,29.344
2021-01-07,391.250,29.164
2021-01-08,391.250,29.164
2021-01-09,391.230,28.803
2021-01-10,391.220,28.624
2021-01-11,391.230,28.803
2021-01-12,391.210,28.445
2021-01-13,391.200,28.267
2021-01-14,391.200,28.267
2021-01-15,391.200,28.267
2021-01-16,391.200,28.267
2021-01-17,391.190,28.089
2021-01-18,391.190,28.089
2021-01-19,391.180,27.912
2021-01-20,391.180,27.912
2021-01-21,391.170,27.735
2021-01-22,391.160,27.558
2021-01-23,391.150,27.382
2021-01-24,391.150,27.382
2021-01-25,391.150,27.382
2021-01-26,391.140,27.207
2021-01-27,391.130,27.032
2021-01-28,391.130,27.032
2021-01-29,391.110,26.684
2021-01-30,391.110,26.684
2021-01-31,391.110,26.684
2021-02-01,391.090,26.338
2021-02-02,391.090,26.338
2021-02-03,391.080,26.165
2021-02-04,391.070,25.994
2021-02-05,391.070,25.994
2021-02-06,391.070,25.994
2021-02-07,391.070,25.994
2021-02-08,391.110,26.684
2021-02-09,391.100,26.511
2021-02-10,391.090,26.338
2021-02-11,391.090,26.338
2021-02-12,391.080,26.165
2021-02-13,391.080,26.165
2021-02-14,391.070,25.994
2021-02-15,391.060,25.822
2021-02-16,391.060,25.822
2021-02-17,391.050,25.651
2021-02-18,391.050,25.651
2021-02-19,391.030,25.311
2021-02-20,391.030,25.311
2021-02-21,391.010,24.973
2021-02-22,391.000,24.804
2021-02-23,391.000,24.804
2021-02-24,391.000,24.804
2021-02-25,390.990,24.637
2021-02-26,390.990,24.637
2021-02-27,390.990,24.637
2021-02-28,390.970,24.302
2021-03-01,390.960,24.136
2021-03-02,390.950,23.970
2021-03-03,390.930,23.640
2021-03-04,390.930,23.640
2021-03-05,390.930,23.640
2021-03-06,390.920,23.476
2021-03-07,390.920,23.476
2021-03-08,390.910,23.312
2021-03-09,390.910,23.312
2021-03-10,390.890,22.986
2021-03-11,390.880,22.823
2021-03-12,390.880,22.823
2021-03-13,390.870,22.661
2021-03-14,390.860,22.500
2021-03-15,390.860,22.500
2021-03-16,390.860,22.500
2021-03-17,390.850,22.339
2021-03-18,390.840,22.179
2021-03-19,390.830,22.019
2021-03-20,390.820,21.859
2021-03-21,390.810,21.701
2021-03-22,390.790,21.384
2021-03-23,390.790,21.384
2021-03-24,390.790,21.384
2021-03-25,390.770,21.070
2021-03-26,390.770,21.070
2021-03-27,390.760,20.914
2021-03-28,390.760,20.914
2021-03-29,390.740,20.603
2021-03-30,390.730,20.448
2021-03-31,390.720,20.293
2021-04-01,390.710,20.140
2021-04-02,390.710,20.140
2021-04-03,390.710,20.140
2021-04-04,390.720,20.293
2021-04-05,390.750,20.758
2021-04-06,390.750,20.758
2021-04-07,390.760,20.914
2021-04-08,390.750,20.758
2021-04-09,390.750,20.758
2021-04-10,390.740,20.603
2021-04-11,390.730,20.448
2021-04-12,390.730,20.448
2021-04-13,390.740,20.603
2021-04-14,390.740,20.603
2021-04-15,390.740,20.603
2021-04-16,390.740,20.603
2021-04-17,390.730,20.448
2021-04-18,390.730,20.448
2021-04-19,390.720,20.293
2021-04-20,390.720,20.293
2021-04-21,390.710,20.140
2021-04-22,390.710,20.140
2021-04-23,390.710,20.140
2021-04-24,390.690,19.833
2021-04-25,390.700,19.986
2021-04-26,390.690,19.833
2021-04-27,390.680,19.681
2021-04-28,390.700,19.986
2021-04-29,390.720,20.293
2021-04-30,390.720,20.293
2021-05-01,390.720,20.293
2021-05-02,390.710,20.140
2021-05-03,390.710,20.140
2021-05-04,390.690,19.833
2021-05-05,390.690,19.833
2021-05-06,390.690,19.833
2021-05-07,390.640,19.076
2021-05-08,390.600,18.480
2021-05-09,390.570,18.038
2021-05-10,390.540,17.600
2021-05-11,390.540,17.600
2021-05-12,390.530,17.456
2021-05-13,390.550,17.746
2021-05-14,390.540,17.600
2021-05-15,390.550,17.746
2021-05-16,390.540,17.600
2021-05-17,390.540,17.600
2021-05-18,390.540,17.600
2021-05-19,390.530,17.456
2021-05-20,390.530,17.456
2021-05-21,390.510,17.167
2021-05-22,390.490,16.881
2021-05-23,390.490,16.881
2021-05-24,390.490,16.881
2021-05-25,390.530,17.456
2021-05-26,390.530,17.456
2021-05-27,390.530,17.456
2021-05-28,390.530,17.456
2021-05-29,390.530,17.456
2021-05-30,390.520,17.311
2021-05-31,390.510,17.167
2021-06-01,390.500,17.024
2021-06-02,390.490,16.881
2021-06-03,390.490,16.881
2021-06-04,390.490,16.881
2021-06-05,390.450,16.315
2021-06-06,390.410,15.756
2021-06-07,390.400,15.618
2021-06-08,390.390,15.480
2021-06-09,390.400,15.618
2021-06-10,390.400,15.618
2021-06-11,390.400,15.618
2021-06-12,390.400,15.618
2021-06-13,390.410,15.756
2021-06-14,390.450,16.315
2021-06-15,390.450,16.315
2021-06-16,390.450,16.315
2021-06-17,390.450,16.315
2021-06-18,390.450,16.315
2021-06-19,390.440,16.174
2021-06-20,390.430,16.034
2021-06-21,390.410,15.756
2021-06-22,390.430,16.034
2021-06-23,390.420,15.895
2021-06-24,390.420,15.895
2021-06-25,390.420,15.895
2021-06-26,390.420,15.895
2021-06-27,390.410,15.756
2021-06-28,390.400,15.618
2021-06-29,390.400,15.618
2021-06-30,390.390,15.480
2021-07-01,390.380,15.343
2021-07-02,390.400,15.618
2021-07-03,390.400,15.618
2021-07-04,390.400,15.618
2021-07-05,390.380,15.343
2021-07-06,390.400,15.618
2021-07-07,390.390,15.480
2021-07-08,390.450,16.315
2021-07-09,390.480,16.739
2021-07-10,390.490,16.881
2021-07-11,390.530,17.456
2021-07-12,390.530,17.456
2021-07-13,390.540,17.600
2021-07-14,390.540,17.600
2021-07-15,390.550,17.746
2021-07-16,390.550,17.746
2021-07-17,390.560,17.892
2021-07-18,390.550,17.746
2021-07-19,390.550,17.746
2021-07-20,390.550,17.746
2021-07-21,390.510,17.167
2021-07-22,390.470,16.597
2021-07-23,390.450,16.315
2021-07-24,390.420,15.895
2021-07-25,390.440,16.174
2021-07-26,390.440,16.174
2021-07-27,390.440,16.174
2021-07-28,390.430,16.034
2021-07-29,390.430,16.034
2021-07-30,390.430,16.034
2021-07-31,390.430,16.034
2021-08-01,390.430,16.034
2021-08-02,390.420,15.895
2021-08-03,390.430,16.034
2021-08-04,390.410,15.756
2021-08-05,390.420,15.895
2021-08-06,390.420,15.895
2021-08-07,390.420,15.895
2021-08-08,390.400,15.618
2021-08-09,390.410,15.756
2021-08-10,390.410,15.756
2021-08-11,390.460,16.456
2021-08-12,390.480,16.739
2021-08-13,390.490,16.881
2021-08-14,390.490,16.881
2021-08-15,390.490,16.881
2021-08-16,390.490,16.881
2021-08-17,390.550,17.746
2021-08-18,390.580,18.185
2021-08-19,390.660,19.378
2021-08-20,390.750,20.758
2021-08-21,390.830,22.019
2021-08-22,390.910,23.312
2021-08-23,390.980,24.469
2021-08-24,391.050,25.651
2021-08-25,391.090,26.338
2021-08-26,391.120,26.858
2021-08-27,391.150,27.382
2021-08-28,391.160,27.558
2021-08-29,391.180,27.912
2021-08-30,391.190,28.089
2021-08-31,391.180,27.912
2021-09-01,391.160,27.558
2021-09-02,391.130,27.032
2021-09-03,391.150,27.382
2021-09-04,391.150,27.382
2021-09-05,391.160,27.558
2021-09-06,391.170,27.735
2021-09-07,391.170,27.735
2021-09-08,391.180,27.912
2021-09-09,391.190,28.089
2021-09-10,391.190,28.089
2021-09-11,391.200,28.267
2021-09-12,391.220,28.624
2021-09-13,391.270,29.526
2021-09-14,391.300,30.073
2021-09-15,391.350,30.995
2021-09-16,391.390,31.741
2021-09-17,391.430,32.496
2021-09-18,391.460,33.067
2021-09-19,391.490,33.642
2021-09-20,391.560,35.003
2021-09-21,391.610,35.990
2021-09-22,391.650,36.788
2021-09-23,391.730,38.409
2021-09-24,391.770,39.231
2021-09-25,391.330,30.624
2021-09-26,391.870,41.323
2021-09-27,391.910,42.173
2021-09-28,391.940,42.816
2021-09-29,391.990,43.898
2021-09-30,392.030,44.772
2021-10-01,392.030,44.772
2021-10-02,392.040,44.992
2021-10-03,392.020,44.553
2021-10-04,392.000,44.116
2021-10-05,392.000,44.116
2021-10-06,392.000,44.116
2021-10-07,392.000,44.116
2021-10-08,392.000,44.116
2021-10-09,392.000,44.116
2021-10-10,392.030,44.772
2021-10-11,391.990,43.898
2021-10-12,391.950,43.032
2021-10-13,391.910,42.173
2021-10-14,391.900,41.960
2021-10-15,391.890,41.747
2021-10-16,391.910,42.173
2021-10-17,391.930,42.601
2021-10-18,391.930,42.601
2021-10-19,391.950,43.032
2021-10-20,391.960,43.247
2021-10-21,391.890,41.747
2021-10-22,392.120,46.769
2021-10-23,392.240,49.495
2021-10-24,392.270,50.187
2021-10-25,392.350,52.056
2021-10-26,392.400,53.241
2021-10-27,392.390,53.003
2021-10-28,392.400,53.241
2021-10-29,392.290,50.652
2021-10-30,392.280,50.419
2021-10-31,392.370,52.528
2021-11-01,392.350,52.056
2021-11-02,392.330,51.586
2021-11-03,392.290,50.652
2021-11-04,392.290,50.652
2021-11-05,392.270,50.187
2021-11-06,392.240,49.495
2021-11-07,392.220,49.035
2021-11-08,392.210,48.807
2021-11-09,392.210,48.807
2021-11-10,392.200,48.578
2021-11-11,392.180,48.123
2021-11-12,392.160,47.670
2021-11-13,392.140,47.219
2021-11-14,392.130,46.994
2021-11-15,392.140,47.219
2021-11-16,392.130,46.994
2021-11-17,392.120,46.769
2021-11-18,392.090,46.099
2021-11-19,392.080,45.877
2021-11-20,392.070,45.655
2021-11-21,392.060,45.434
2021-11-22,392.050,45.213
2021-11-23,392.050,45.213
2021-11-24,392.050,45.213
2021-11-25,392.040,44.992
2021-11-26,392.040,44.992
2021-11-27,392.030,44.772
2021-11-28,392.030,44.772
2021-11-29,392.010,44.334
2021-11-30,392.010,44.334
2021-12-01,392.010,44.334
2021-12-02,392.000,44.116
2021-12-03,392.000,44.116
2021-12-04,391.980,43.681
2021-12-05,391.980,43.681
2021-12-06,391.970,43.464
2021-12-07,391.960,43.247
2021-12-08,391.950,43.032
2021-12-09,391.940,42.816
2021-12-10,391.930,42.601
2021-12-11,391.930,42.601
2021-12-12,391.920,42.387
2021-12-13,391.920,42.387
2021-12-14,391.910,42.173
2021-12-15,391.910,42.173
2021-12-16,391.900,41.960
2021-12-17,391.870,41.323
2021-12-18,391.870,41.323
2021-12-19,391.870,41.323
2021-12-20,391.850,40.900
2021-12-21,391.850,40.900
2021-12-22,391.850,40.900
2021-12-23,391.850,40.900
2021-12-24,391.850,40.900
2021-12-25,391.850,40.900
2021-12-26,391.850,40.900
2021-12-27,391.810,40.062
2021-12-28,391.810,40.062
2021-12-29,391.810,40.062
2021-12-30,391.810,40.062
2021-12-31,391.780,39.438
2022-01-01,391.780,39.438
2022-01-02,391.770,39.231
2022-01-03,391.760,39.025
2022-01-04,391.750,38.819
2022-01-05,391.750,38.819
2022-01-06,391.740,38.614
2022-01-07,391.740,38.614
2022-01-08,391.730,38.409
2022-01-09,391.710,38.001
2022-01-10,391.650,36.788
2022-01-11,391.620,36.188
2022-01-12,391.580,35.396
2022-01-13,391.570,35.199
2022-01-14,391.570,35.199
2022-01-15,391.570,35.199
2022-01-16,391.570,35.199
2022-01-17,391.560,35.003
2022-01-18,391.560,35.003
2022-01-19,391.580,35.396
2022-01-20,391.550,34.807
2022-01-21,391.510,34.028
2022-01-22,391.510,34.028
2022-01-23,391.490,33.642
2022-01-24,391.470,33.258
2022-01-25,391.460,33.067
2022-01-26,391.440,32.685
2022-01-27,391.410,32.117
2022-01-28,391.390,31.741
2022-01-29,391.370,31.367
2022-01-30,391.350,30.995
2022-01-31,391.330,30.624
2022-02-01,391.300,30.073
2022-02-02,391.290,29.890
2022-02-03,391.240,28.983
2022-02-04,391.210,28.445
2022-02-05,391.190,28.089
2022-02-06,391.170,27.735
2022-02-07,391.160,27.558
2022-02-08,391.150,27.382
2022-02-09,391.130,27.032
2022-02-10,391.120,26.858
2022-02-11,391.090,26.338
2022-02-12,391.070,25.994
2022-02-13,391.060,25.822
2022-02-14,391.050,25.651
2022-02-15,391.050,25.651
2022-02-16,391.030,25.311
2022-02-17,391.010,24.973
2022-02-18,391.010,24.973
2022-02-19,391.010,24.973
2022-02-20,391.010,24.973
2022-02-21,391.010,24.973
2022-02-22,391.010,24.973
2022-02-23,391.010,24.973
2022-02-24,390.990,24.637
2022-02-25,391.010,24.973
2022-02-26,390.990,24.637
2022-02-27,390.990,24.637
2022-02-28,390.990,24.637
2022-03-01,390.970,24.302
2022-03-02,390.940,23.805
2022-03-03,390.880,22.823
2022-03-04,390.870,22.661
2022-03-05,390.870,22.661
2022-03-06,390.860,22.500
2022-03-07,390.840,22.179
2022-03-08,390.820,21.859
2022-03-09,390.800,21.542
2022-03-10,390.790,21.384
2022-03-11,390.780,21.227
2022-03-12,390.780,21.227
2022-03-13,390.760,20.914
2022-03-14,390.750,20.758
2022-03-15,390.750,20.758
2022-03-16,390.710,20.140
2022-03-17,390.720,20.293
2022-03-18,390.760,20.914
2022-03-19,390.750,20.758
2022-03-20,390.740,20.603
2022-03-21,390.740,20.603
2022-03-22,390.730,20.448
2022-03-23,390.740,20.603
2022-03-24,390.730,20.448
2022-03-25,390.720,20.293
2022-03-26,390.710,20.140
2022-03-27,390.700,19.986
2022-03-28,390.720,20.293
2022-03-29,390.720,20.293
2022-03-30,390.720,20.293
2022-03-31,390.720,20.293
